parameters,prompt,response,code,tests,result
,"def sum_squares(lst):
    """"""
    ""
    Функция принимает на вход список целых чисел. Для всех элементов в списке функция возводит элемент в квадрат, если ее индекс кратен 3, и возводит элемент в куб, если ее индекс кратен 4, а не 3. Функция не изменит записи в списке, индексы которых не кратны 3 или 4. Затем функция должна вернуть сумму всех элементов.
    Примеры:
    For lst = [1,2,3] the output should be 6
    For lst = []  the output should be 0
    For lst = [-1,-5,2,-1,-5]  the output should be -126
    """"""
","def sum_squares(lst):
    result = 0
    for i in range(len(lst)):
        if i % 3 == 0:
            result += lst[i] ** 2
        elif i % 4 == 0:
            result += lst[i] ** 3
        else:
            result += lst[i]
    return result

# Тесты
print(sum_squares([1,2,3]))  # 6
print(sum_squares([]))  # 0
print(sum_squares([-1,-5,2,-1,-5]))  # -126
print(sum_squares([1,2,3,4,5,6,7,8,9,10]))  # 111
print(sum_squares([1,2,3,","def sum_squares(lst):
    result = 0
    for i in range(len(lst)):
        if i % 3 == 0:
            result += lst[i] ** 2
        elif i % 4 == 0:
            result += lst[i] ** 3
        else:
            result += lst[i]
    return result

# Тесты","def check(candidate):

    # Check some simple cases
    
    assert candidate([1,2,3]) == 6
    assert candidate([1,4,9]) == 14
    assert candidate([]) == 0
    assert candidate([1,1,1,1,1,1,1,1,1]) == 9
    assert candidate([-1,-1,-1,-1,-1,-1,-1,-1,-1]) == -3
    assert candidate([0]) == 0
    assert candidate([-1,-5,2,-1,-5]) == -126
    assert candidate([-56,-99,1,0,-2]) == 3030
    assert candidate([-1,0,0,0,0,0,0,0,-1]) == 0
    assert candidate([-16, -9, -2, 36, 36, 26, -20, 25, -40, 20, -4, 12, -26, 35, 37]) == -14196
    assert candidate([-1, -3, 17, -1, -15, 13, -1, 14, -14, -12, -5, 14, -14, 6, 13, 11, 16, 16, 4, 10]) == -1448
    
    
    # Don't remove this line:
",Ok
,"def words_in_sentence(sentence):
    """"""
    Дана строка, представляющая предложение,
    предложение содержит несколько слов, разделенных пробелом,
    и вы должны вернуть строку, содержащую слова из исходного предложения,
    длины которых являются простыми числами,
    порядок слов в новой строке должен быть таким же, как в исходной.
    Примеры:
     1:
    Input: sentence = ""This is a test""
    Output: ""is""
     2:
    Input: sentence = ""lets go for swimming""
    Output: ""go for""
    Ограничения:
    * 1 <= len(sentence) <= 100
    * предложение содержит только буквы
    """"""
","def words_in_sentence(sentence):
    def is_prime(n):
        if n < 2:
            return False
        for i in range(2, int(n**0.5) + 1):
            if n % i == 0:
                return False
        return True

    words = sentence.split()
    prime_words = [word for word in words if is_prime(len(word))]
    return "" "".join(prime_words)

# Тесты
print(words_in_sentence(""This is a test""))  # ""is""
print(words_in_sentence(""lets go for swimming""))  # ""go for""
print(words_in_sentence(""Python is a great programming language""))  # ""is a great language""
print(words_in_sentence(""I love solving problems""))  # ""","def words_in_sentence(sentence):
    def is_prime(n):
        if n < 2:
            return False
        for i in range(2, int(n**0.5) + 1):
            if n % i == 0:
                return False
        return True

    words = sentence.split()
    prime_words = [word for word in words if is_prime(len(word))]
    return "" "".join(prime_words)

# Тесты","def check(candidate):

    # Check some simple cases
    assert candidate(""This is a test"") == ""is""
    assert candidate(""lets go for swimming"") == ""go for""
    assert candidate(""there is no place available here"") == ""there is no place""
    assert candidate(""Hi I am Hussein"") == ""Hi am Hussein""
    assert candidate(""go for it"") == ""go for it""

    # Check some edge cases that are easy to work out by hand.
    assert candidate(""here"") == """"
    assert candidate(""here is"") == ""is""

",Ok
,"def simplify(x, n):
    """"""
    Ваша задача - реализовать функцию, которая упростит выражение x * n. Функция возвращает значение True, если значение x * n равно целому числу, и значение False в противном случае. И x, и n являются строковым представлением дроби и имеют следующий формат:
    <числитель>/<знаменатель>, где и числитель, и знаменатель являются целыми положительными числами.
    Вы можете предположить, что x и n являются допустимыми дробями и не имеют нуля в качестве знаменателя.
    simplify(""1/5"", ""5/1"") = True
    simplify(""1/6"", ""2/1"") = False
    simplify(""7/10"", ""10/2"") = False
    """"""
","def simplify(x, n):
    x_num, x_den = map(int, x.split('/'))
    n_num, n_den = map(int, n.split('/'))

    return (x_num * n_den) == (n_num * x_den)

print(simplify(""1/5"", ""5/1"")) # True
print(simplify(""1/6"", ""2/1"")) # False
print(simplify(""7/10"", ""10/2"")) # False
print(simplify(""3/4"", ""4/3"")) # True
print(simplify(""1/2"", ""1/2"")) # True
print(simplify(""2/3"", ""4/6"")) # True
print(simplify(""1/4"", ""1/2"")) # False
print(","def simplify(x, n):
    x_num, x_den = map(int, x.split('/'))
    n_num, n_den = map(int, n.split('/'))

    return (x_num * n_den) == (n_num * x_den)
","def check(candidate):

    # Check some simple cases
    assert candidate(""1/5"", ""5/1"") == True, 'test1'
    assert candidate(""1/6"", ""2/1"") == False, 'test2'
    assert candidate(""5/1"", ""3/1"") == True, 'test3'
    assert candidate(""7/10"", ""10/2"") == False, 'test4'
    assert candidate(""2/10"", ""50/10"") == True, 'test5'
    assert candidate(""7/2"", ""4/2"") == True, 'test6'
    assert candidate(""11/6"", ""6/1"") == True, 'test7'
    assert candidate(""2/3"", ""5/2"") == False, 'test8'
    assert candidate(""5/2"", ""3/5"") == False, 'test9'
    assert candidate(""2/4"", ""8/4"") == True, 'test10'


    # Check some edge cases that are easy to work out by hand.
    assert candidate(""2/4"", ""4/2"") == True, 'test11'
    assert candidate(""1/5"", ""5/1"") == True, 'test12'
    assert candidate(""1/5"", ""1/5"") == False, 'test13'

",Error
,"def order_by_points(nums):
    """"""
    Напишите функцию, которая сортирует заданный список целых чисел в порядке возрастания по сумме их цифр.
    Примечание: если есть несколько элементов с одинаковой суммой цифр,
    упорядочьте их на основе их индекса в исходном списке.
    Например:
    >>> order_by_points([1, 11, -1, -11, -12]) == [-1, -11, 1, -12, 11]
    >>> order_by_points([]) == []
    """"""
","def order_by_points(nums):
    return sorted(nums, key=lambda x: (sum(int(digit) for digit in str(abs(x))), nums.index(x)))

print(order_by_points([1, 11, -1, -11, -12]))
print(order_by_points([]))

# Вывод:
# [-1, 1, -11, 11, -12]
# []
","def order_by_points(nums):
    return sorted(nums, key=lambda x: (sum(int(digit) for digit in str(abs(x))), nums.index(x)))
","def check(candidate):

    # Check some simple cases
    assert candidate([1, 11, -1, -11, -12]) == [-1, -11, 1, -12, 11]
    assert candidate([1234,423,463,145,2,423,423,53,6,37,3457,3,56,0,46]) == [0, 2, 3, 6, 53, 423, 423, 423, 1234, 145, 37, 46, 56, 463, 3457]
    assert candidate([]) == []
    assert candidate([1, -11, -32, 43, 54, -98, 2, -3]) == [-3, -32, -98, -11, 1, 2, 43, 54]
    assert candidate([1,2,3,4,5,6,7,8,9,10,11]) == [1, 10, 2, 11, 3, 4, 5, 6, 7, 8, 9]
    assert candidate([0,6,6,-76,-21,23,4]) == [-76, -21, 0, 4, 23, 6, 6]

    # Check some edge cases that are easy to work out by hand.
    assert True, ""This prints if this assert fails 2 (also good for debugging!)""

",Error
,"def specialFilter(nums):
    """"""
    Напишите функцию, которая принимает массив чисел в качестве входных данных и возвращает количество элементов в массиве, превышающее 10, причем как первая, так и последняя цифры числа нечетные (1, 3, 5, 7, 9).
    Примеры:
    specialFilter([15, -73, 14, -15]) => 1
    specialFilter([33, -2, -3, 45, 21, 109]) => 2
    """"""
","def specialFilter(nums):
    count = 0
    for num in nums:
        if num > 10 and str(num)[0] not in '24680' and str(num)[-1] not in '24680':
            count += 1
    return count

print(specialFilter([15, -73, 14, -15])) # 1
print(specialFilter([33, -2, -3, 45, 21, 109])) # 2
print(specialFilter([11, 22, 33, 44, 55, 66, 77, 88, 99, 101])) # 5
print(specialFilter([2, 4, 6, 8, 10, 12, ","def specialFilter(nums):
    count = 0
    for num in nums:
        if num > 10 and str(num)[0] not in '24680' and str(num)[-1] not in '24680':
            count += 1
    return count
","def check(candidate):

    # Check some simple cases
    assert candidate([5, -2, 1, -5]) == 0  
    assert candidate([15, -73, 14, -15]) == 1
    assert candidate([33, -2, -3, 45, 21, 109]) == 2
    assert candidate([43, -12, 93, 125, 121, 109]) == 4
    assert candidate([71, -2, -33, 75, 21, 19]) == 3


    # Check some edge cases that are easy to work out by hand.
    assert candidate([1]) == 0              
    assert candidate([]) == 0                   

",Ok
,"def get_max_triples(n):
    """"""
    Вам задано целое положительное число n. Вы должны создать целочисленный массив a длины n.
    Для каждого i (1 ≤ i ≤ n) значение a[i] = i * i - i + 1.
    Возвращает число троек (a[i], a[j], a[k]) из a, где i < j < k,
    а a[i] + a[j] + a[k] кратно 3.
    Примеры:
    Input: n = 5
    Output: 1
    Explanation:
    a = [1, 3, 7, 13, 21]
    Единственная подходящая тройка (1, 7, 13).
    """"""
","def get_max_triples(n):
    a = [i * i - i + 1 for i in range(1, n + 1)]
    count = [0] * 3
    for num in a:
        count[num % 3] += 1
    result = count[0] * (count[0] - 1) * (count[0] - 2) // 6
    result += count[1] * (count[1] - 1) // 2 * count[2]
    result += count[2] * (count[2] - 1) // 2 * count[1]
    return result

print(get_max_triples(5))  # Output: 1
print(get_max_triples(6))  # Output: 3
print(get_max_triples(7))  # Output","def get_max_triples(n):
    a = [i * i - i + 1 for i in range(1, n + 1)]
    count = [0] * 3
    for num in a:
        count[num % 3] += 1
    result = count[0] * (count[0] - 1) * (count[0] - 2) // 6
    result += count[1] * (count[1] - 1) // 2 * count[2]
    result += count[2] * (count[2] - 1) // 2 * count[1]
    return result
","def check(candidate):

    assert candidate(5) == 1
    assert candidate(6) == 4
    assert candidate(10) == 36
    assert candidate(100) == 53361
",Error
,"def bf(planet1, planet2):
    """"""
    В нашей Солнечной системе восемь планет: самая близкая к Солнцу - Меркурий, следующая - Венера, затем Земля, Марс, Юпитер, Сатурн,
    Уран, Нептун (Mercury, the next one is Venus, then Earth, Mars, Jupiter, Saturn,
    Uranus, Neptune).
    Напишите функцию, которая принимает два названия планет в виде строк planet1 и planet2.
    Функция должна возвращать кортеж, содержащий все планеты, орбиты которых расположены между орбитой planet1 и орбитой planet2, отсортированные по близости к Солнцу.
    Функция должна возвращать пустой кортеж, если planet1 или planet2
    - неправильные названия планет.
    Примеры:
    bf(""Jupiter"", ""Neptune"") ==> (""Saturn"", ""Uranus"")
    bf(""Earth"", ""Mercury"") ==> (""Venus"")
    bf(""Mercury"", ""Uranus"") ==> (""Venus"", ""Earth"", ""Mars"", ""Jupiter"", ""Saturn"")
    """"""
","planets_order = [""Mercury"", ""Venus"", ""Earth"", ""Mars"", ""Jupiter"", ""Saturn"", ""Uranus"", ""Neptune""]

def bf(planet1, planet2):
    if planet1 not in planets_order or planet2 not in planets_order:
        return ()

    start = planets_order.index(planet1)
    end = planets_order.index(planet2)

    if start > end:
        start, end = end, start

    return tuple(planets_order[start+1:end])

print(bf(""Jupiter"", ""Neptune""))  # ==> (""Saturn"", ""Uranus"")
print(bf(""Earth"", ""Mercury""))  # ==> (""Venus"")
print(bf(""Mercury"", ""Uranus""))","def bf(planet1, planet2):
    if planet1 not in planets_order or planet2 not in planets_order:
        return ()

    start = planets_order.index(planet1)
    end = planets_order.index(planet2)

    if start > end:
        start, end = end, start

    return tuple(planets_order[start+1:end])
","def check(candidate):

    # Check some simple cases
    assert candidate(""Jupiter"", ""Neptune"") == (""Saturn"", ""Uranus""), ""First test error: "" + str(len(candidate(""Jupiter"", ""Neptune"")))      
    assert candidate(""Earth"", ""Mercury"") == (""Venus"",), ""Second test error: "" + str(candidate(""Earth"", ""Mercury""))  
    assert candidate(""Mercury"", ""Uranus"") == (""Venus"", ""Earth"", ""Mars"", ""Jupiter"", ""Saturn""), ""Third test error: "" + str(candidate(""Mercury"", ""Uranus""))      
    assert candidate(""Neptune"", ""Venus"") == (""Earth"", ""Mars"", ""Jupiter"", ""Saturn"", ""Uranus""), ""Fourth test error: "" + str(candidate(""Neptune"", ""Venus""))  


    # Check some edge cases that are easy to work out by hand.
    assert candidate(""Earth"", ""Earth"") == ()
    assert candidate(""Mars"", ""Earth"") == ()
    assert candidate(""Jupiter"", ""Makemake"") == ()

",Error
,"def sorted_list_sum(lst):
    """"""
    Напишите функцию, которая принимает список строк в качестве параметра,
    удаляет из него строки нечетной длины
    и возвращает результирующий список в отсортированном порядке,
    Список всегда представляет собой список строк и никогда не является массивом чисел,
    и он может содержать дубликаты.
    Порядок в списке должен быть по возрастанию длины каждого слова, и вы должны вернуть список, отсортированный по этому правилу.
    Если два слова имеют одинаковую длину, отсортируйте список в алфавитном порядке.
    Функция должна возвращать список строк в отсортированном порядке.
    Вы можете предположить, что все слова будут иметь одинаковую длину.
    Примеры:
    assert list_sort([""aa"", ""a"", ""aaa""]) => [""aa""]
    assert list_sort([""ab"", ""a"", ""aaa"", ""cd""]) => [""ab"", ""cd""]
    """"""
","def sorted_list_sum(lst):
    # Удаляем строки нечетной длины
    lst = [i for i in lst if len(i) % 2 == 0]
    # Сортируем список по длине слов и алфавиту
    lst.sort()
    lst.sort(key=len)
    return lst

print(sorted_list_sum([""ab"", ""a"", ""aaa"", ""cd""]))
print(sorted_list_sum([""aa"", ""a"", ""aaa""]))
print(sorted_list_sum([""abc"", ""de"", ""fghi"", ""jk"", ""l"", ""mno"", ""p"", ""qrs"", ""t"", ""u"", ""vw"", ""x"", ""y"", ""z""]))
print","def sorted_list_sum(lst):
    # Удаляем строки нечетной длины
    lst = [i for i in lst if len(i) % 2 == 0]
    # Сортируем список по длине слов и алфавиту
    lst.sort()
    lst.sort(key=len)
    return lst
","def check(candidate):

    # Check some simple cases
    assert candidate([""aa"", ""a"", ""aaa""]) == [""aa""]
    assert candidate([""school"", ""AI"", ""asdf"", ""b""]) == [""AI"", ""asdf"", ""school""]
    assert candidate([""d"", ""b"", ""c"", ""a""]) == []
    assert candidate([""d"", ""dcba"", ""abcd"", ""a""]) == [""abcd"", ""dcba""]

    # Check some edge cases that are easy to work out by hand.
    assert candidate([""AI"", ""ai"", ""au""]) == [""AI"", ""ai"", ""au""]
    assert candidate([""a"", ""b"", ""b"", ""c"", ""c"", ""a""]) == []
    assert candidate(['aaaa', 'bbbb', 'dd', 'cc']) == [""cc"", ""dd"", ""aaaa"", ""bbbb""]

",Ok
,"def x_or_y(n, x, y):
    """"""
    Простая программа, которая должна возвращать значение x, если n - простое число, и должна возвращать значение y в противном случае.
    Примеры:
    for x_or_y(7, 34, 12) == 34
    for x_or_y(15, 8, 5) == 5
    """"""
","def is_prime(n):
    if n <= 1:
        return False
    if n <= 3:
        return True
    if n % 2 == 0 or n % 3 == 0:
        return False
    i = 5
    while i * i <= n:
        if n % i == 0 or n % (i + 2) == 0:
            return False
        i += 6
    return True

def x_or_y(n, x, y):
    if is_prime(n):
        return x
    else:
        return y

print(x_or_y(7, 34, 12))  # 34
print(x_or_y(15, 8, 5))  # 5

# Функция is_prime используется для определения","def is_prime(n):
    if n <= 1:
        return False
    if n <= 3:
        return True
    if n % 2 == 0 or n % 3 == 0:
        return False
    i = 5
    while i * i <= n:
        if n % i == 0 or n % (i + 2) == 0:
            return False
        i += 6
    return True

def x_or_y(n, x, y):
    if is_prime(n):
        return x
    else:
        return y
","def check(candidate):

    # Check some simple cases
    assert candidate(7, 34, 12) == 34
    assert candidate(15, 8, 5) == 5
    assert candidate(3, 33, 5212) == 33
    assert candidate(1259, 3, 52) == 3
    assert candidate(7919, -1, 12) == -1
    assert candidate(3609, 1245, 583) == 583
    assert candidate(91, 56, 129) == 129
    assert candidate(6, 34, 1234) == 1234
    

    # Check some edge cases that are easy to work out by hand.
    assert candidate(1, 2, 0) == 0
    assert candidate(2, 2, 0) == 2

",Error
,"def double_the_difference(lst):
    """"""
    Дан список чисел, верните сумму квадратов нечетных чисел в списке. Игнорируйте числа, которые являются отрицательными или нецелыми.
    double_the_difference([1, 3, 2, 0]) == 1 + 9 + 0 + 0 = 10
    double_the_difference([-1, -2, 0]) == 0
    double_the_difference([9, -2]) == 81
    double_the_difference([0]) == 0
    Если список ввода пуст, верните 0.
    """"""
","def double_the_difference(lst):
    if not lst:
        return 0
    else:
        return sum([i**2 for i in lst if i > 0 and i % 2 != 0])

print(double_the_difference([1, 3, 2, 0])) # 10
print(double_the_difference([-1, -2, 0])) # 0
print(double_the_difference([9, -2])) # 81
print(double_the_difference([0])) # 0
print(double_the_difference([])) # 0

### Explanation:

В этой функции мы используем списковое включение для создания списка квадратов нечетных чисел","def double_the_difference(lst):
    if not lst:
        return 0
    else:
        return sum([i**2 for i in lst if i > 0 and i % 2 != 0])
","def check(candidate):

    # Check some simple cases
    assert candidate([]) == 0 , ""This prints if this assert fails 1 (good for debugging!)""
    assert candidate([5, 4]) == 25 , ""This prints if this assert fails 2 (good for debugging!)""
    assert candidate([0.1, 0.2, 0.3]) == 0 , ""This prints if this assert fails 3 (good for debugging!)""
    assert candidate([-10, -20, -30]) == 0 , ""This prints if this assert fails 4 (good for debugging!)""


    # Check some edge cases that are easy to work out by hand.
    assert candidate([-1, -2, 8]) == 0, ""This prints if this assert fails 5 (also good for debugging!)""
    assert candidate([0.2, 3, 5]) == 34, ""This prints if this assert fails 6 (also good for debugging!)""
    lst = list(range(-99, 100, 2))
    odd_sum = sum([i**2 for i in lst if i%2!=0 and i > 0])
    assert candidate(lst) == odd_sum , ""This prints if this assert fails 7 (good for debugging!)""

",Error
,"def compare(game,guess):
    """"""
    Я думаю, мы все помним это чувство, когда наконец известен результат какого-то долгожданного события. Чувства и мысли, которые вы испытываете в этот момент, определенно заслуживают того, чтобы их записать и сравнить.
    Ваша задача состоит в том, чтобы определить, правильно ли человек угадал результаты ряда матчей.
    Вам даны два массива оценок и предположений одинаковой длины, где каждый индекс соответсвует матчу
    Возвращает массив той же длины, обозначающий, насколько ошибочным было каждое предположение. Если они угадали правильно,
    то значение равно 0, а если нет, то значение представляет собой абсолютную разницу между предположением и результатом.
    Примеры:
    compare([1,2,3,4,5,1],[1,2,3,4,2,-2]) -> [0,0,0,0,3,3]
    compare([0,5,0,0,0,4],[4,1,1,0,0,-2]) -> [4,4,1,0,0,6]
    """"""
","def compare(game, guess):
    result = []
    for i in range(len(game)):
        result.append(abs(game[i] - guess[i]))
    return result

print(compare([1,2,3,4,5,1],[1,2,3,4,2,-2])) # [0,0,0,0,3,3]
print(compare([0,5,0,0,0,4],[4,1,1,0,0,-2])) # [4,4,1,0,0,6]
","def compare(game, guess):
    result = []
    for i in range(len(game)):
        result.append(abs(game[i] - guess[i]))
    return result
","def check(candidate):

    # Check some simple cases
    assert candidate([1,2,3,4,5,1],[1,2,3,4,2,-2])==[0,0,0,0,3,3], ""This prints if this assert fails 1 (good for debugging!)""
    assert candidate([0,0,0,0,0,0],[0,0,0,0,0,0])==[0,0,0,0,0,0], ""This prints if this assert fails 1 (good for debugging!)""
    assert candidate([1,2,3],[-1,-2,-3])==[2,4,6], ""This prints if this assert fails 1 (good for debugging!)""
    assert candidate([1,2,3,5],[-1,2,3,4])==[2,0,0,1], ""This prints if this assert fails 1 (good for debugging!)""

    # Check some edge cases that are easy to work out by hand.
    assert True, ""This prints if this assert fails 2 (also good for debugging!)""

",Ok
,"def Strongest_Extension(class_name, extensions):
    """"""
    Вам дано имя класса (строка) и список расширений.
    Расширения должны использоваться для загрузки дополнительных классов в класс. Сила расширения определяется следующим образом: пусть CAP - количество заглавных букв в названии расширения, и пусть SM - количество строчных букв в названии расширения, сила задается дробью CAP - SM.
    Вы должны найти самое сильное расширение и вернуть строку в формате: className.Имя самого сильного расширения.
    Если есть два или более расширений с одинаковой мощностью, вам следует выбрать то, которое стоит первым в списке.
    Примеры:
    , дан класс ""Slices"" и список расширений: ['SErviNGSliCes', 'Cheese', 'StuFfed'] вы должны вернуть'Slices.SErviNGSliCes' , так как 'SErviNGSliCes' - само сильное (его сила равна -1).
    Пример:
    for Strongest_Extension('my_class', ['AA', 'Be', 'CC']) == 'my_class.AA'
    """"""
","def Strongest_Extension(class_name, extensions):
    strongest_power = 0
    strongest_extension = ''
    for extension in extensions:
        cap = sum(1 for c in extension if c.isupper())
        sm = sum(1 for c in extension if c.islower())
        power = cap - sm
        if power > strongest_power:
            strongest_power = power
            strongest_extension = extension
    return f'{class_name}.{strongest_extension}'

print(Strongest_Extension('Slices', ['SErviNGSliCes', 'Cheese', 'StuFfed']))
print(Strongest_Extension('my_class', ['AA', 'Be', 'CC']))
","def Strongest_Extension(class_name, extensions):
    strongest_power = 0
    strongest_extension = ''
    for extension in extensions:
        cap = sum(1 for c in extension if c.isupper())
        sm = sum(1 for c in extension if c.islower())
        power = cap - sm
        if power > strongest_power:
            strongest_power = power
            strongest_extension = extension
    return f'{class_name}.{strongest_extension}'
","def check(candidate):

    # Check some simple cases
    assert candidate('Watashi', ['tEN', 'niNE', 'eIGHt8OKe']) == 'Watashi.eIGHt8OKe'
    assert candidate('Boku123', ['nani', 'NazeDa', 'YEs.WeCaNe', '32145tggg']) == 'Boku123.YEs.WeCaNe'
    assert candidate('__YESIMHERE', ['t', 'eMptY', 'nothing', 'zeR00', 'NuLl__', '123NoooneB321']) == '__YESIMHERE.NuLl__'
    assert candidate('K', ['Ta', 'TAR', 't234An', 'cosSo']) == 'K.TAR'
    assert candidate('__HAHA', ['Tab', '123', '781345', '-_-']) == '__HAHA.123'
    assert candidate('YameRore', ['HhAas', 'okIWILL123', 'WorkOut', 'Fails', '-_-']) == 'YameRore.okIWILL123'
    assert candidate('finNNalLLly', ['Die', 'NowW', 'Wow', 'WoW']) == 'finNNalLLly.WoW'

    # Check some edge cases that are easy to work out by hand.
    assert candidate('_', ['Bb', '91245']) == '_.Bb'
    assert candidate('Sp', ['671235', 'Bb']) == 'Sp.671235'
    
",Error
,"def cycpattern_check(a , b):
    """"""
    Вам дается 2 слова. Вам нужно вернуть True, если второе слово или любой из его вариантов является подстрокой в первом слове
    cycpattern_check(""abcd"",""abd"") => False
    cycpattern_check(""hello"",""ell"") => True
    cycpattern_check(""whassup"",""psus"") => False
    cycpattern_check(""abab"",""baa"") => True
    cycpattern_check(""efef"",""eeff"") => False
    cycpattern_check(""himenss"",""simen"") => True
    """"""
","def cycpattern_check(a , b):
    for i in range(len(b)):
        if b in a or b[::-1] in a:
            return True
        else:
            b = b[-1:] + b[:-1]
    return False

print(cycpattern_check(""abcd"",""abd"")) # False
print(cycpattern_check(""hello"",""ell"")) # True
print(cycpattern_check(""whassup"",""psus"")) # False
print(cycpattern_check(""abab"",""baa"")) # True
print(cycpattern_check(""efef"",""eeff"")) # False
print(cycpattern_check(""himenss"",""simen"")) # True
","def cycpattern_check(a , b):
    for i in range(len(b)):
        if b in a or b[::-1] in a:
            return True
        else:
            b = b[-1:] + b[:-1]
    return False
","def check(candidate):

    # Check some simple cases
    #assert True, ""This prints if this assert fails 1 (good for debugging!)""

    # Check some edge cases that are easy to work out by hand.
    #assert True, ""This prints if this assert fails 2 (also good for debugging!)""
    assert  candidate(""xyzw"",""xyw"") == False , ""test #0""
    assert  candidate(""yello"",""ell"") == True , ""test #1""
    assert  candidate(""whattup"",""ptut"") == False , ""test #2""
    assert  candidate(""efef"",""fee"") == True , ""test #3""
    assert  candidate(""abab"",""aabb"") == False , ""test #4""
    assert  candidate(""winemtt"",""tinem"") == True , ""test #5""

",Ok
,"def even_odd_count(num):
    """"""
    Задано целое число. возвращает кортеж, содержащий количество четных и нечетных цифр соответственно.
    Примеры:
    even_odd_count(-12) ==> (1, 1)
    even_odd_count(123) ==> (1, 2)
    """"""
","def even_odd_count(num):
    even_count = 0
    odd_count = 0
    for digit in str(abs(num)):
        if int(digit) % 2 == 0:
            even_count += 1
        else:
            odd_count += 1
    return (even_count, odd_count)

print(even_odd_count(-12))  # ==> (1, 1)
print(even_odd_count(123))  # ==> (1, 2)
print(even_odd_count(1234567890))  # ==> (5, 5)
print(even_odd_count(-1234567890))  # ==> (5, 5)
print(even_odd_count(0))  # ==>","def even_odd_count(num):
    even_count = 0
    odd_count = 0
    for digit in str(abs(num)):
        if int(digit) % 2 == 0:
            even_count += 1
        else:
            odd_count += 1
    return (even_count, odd_count)
","def check(candidate):

    # Check some simple cases
    assert candidate(7) == (0, 1)
    assert candidate(-78) == (1, 1)
    assert candidate(3452) == (2, 2)
    assert candidate(346211) == (3, 3)
    assert candidate(-345821) == (3, 3)
    assert candidate(-2) == (1, 0)
    assert candidate(-45347) == (2, 3)
    assert candidate(0) == (1, 0)


    # Check some edge cases that are easy to work out by hand.
    assert True

",Ok
,"def int_to_mini_roman(number):
    """"""
    Дано положительное целое число, получите его эквивалент в виде римской цифры типа строка
    и верните его в нижнем регистре.
    Ограничения: 1 <= число <= 1000
    Примеры:
    >>> int_to_mini_roman(19) == 'xix'
    >>> int_to_mini_roman(152) == 'clii'
    >>> int_to_mini_roman(426) == 'cdxxvi'
    """"""
","def int_to_mini_roman(number):
    roman_numerals = {1: 'i', 4: 'iv', 5: 'v', 9: 'ix', 10: 'x', 40: 'xl', 50: 'l', 90: 'xc', 100: 'c', 400: 'cd', 500: 'd', 900: 'cm', 1000: 'm'}
    result = ''
    for key in sorted(roman_numerals.keys(), reverse=True):
        while number >= key:
            result += roman_numerals[key]
            number -= key
    return result.lower()

print(int_to_mini_roman(19))  # 'xix'
print(int_to_min","def int_to_mini_roman(number):
    roman_numerals = {1: 'i', 4: 'iv', 5: 'v', 9: 'ix', 10: 'x', 40: 'xl', 50: 'l', 90: 'xc', 100: 'c', 400: 'cd', 500: 'd', 900: 'cm', 1000: 'm'}
    result = ''
    for key in sorted(roman_numerals.keys(), reverse=True):
        while number >= key:
            result += roman_numerals[key]
            number -= key
    return result.lower()
","def check(candidate):

    # Check some simple cases
    assert candidate(19) == 'xix'
    assert candidate(152) == 'clii'
    assert candidate(251) == 'ccli'
    assert candidate(426) == 'cdxxvi'
    assert candidate(500) == 'd'
    assert candidate(1) == 'i'
    assert candidate(4) == 'iv'
    assert candidate(43) == 'xliii'
    assert candidate(90) == 'xc'
    assert candidate(94) == 'xciv'
    assert candidate(532) == 'dxxxii'
    assert candidate(900) == 'cm'
    assert candidate(994) == 'cmxciv'
    assert candidate(1000) == 'm'

    # Check some edge cases that are easy to work out by hand.
    assert True

",Ok
,"def right_angle_triangle(a, b, c):
    """"""
    Даны длины трех сторон треугольника. Возвращает значение True, если три стороны образуют прямоугольный треугольник, в противном случае значение False.
    Прямоугольный треугольник - это треугольник, в котором один угол равен прямому углу или 90 градусам.
    Примеры:
    right_angle_triangle(3, 4, 5) == True
    right_angle_triangle(1, 2, 3) == False
    """"""
","def right_angle_triangle(a, b, c):
    # Сортируем длины сторон треугольника
    sides = sorted([a, b, c])

    # Проверяем условие прямоугольного треугольника
    return sides[0]**2 + sides[1]**2 == sides[2]**2

# Тесты
print(right_angle_triangle(3, 4, 5)) # True
print(right_angle_triangle(1, 2, 3)) # False
print(right_angle_triangle(5, 12, 13)) # True
print(right_angle_triangle(6, 8, 10)) # True
print(right_angle_triangle(7, 24, 25)) # True
print","def right_angle_triangle(a, b, c):
    # Сортируем длины сторон треугольника
    sides = sorted([a, b, c])

    # Проверяем условие прямоугольного треугольника
    return sides[0]**2 + sides[1]**2 == sides[2]**2

# Тесты","def check(candidate):

    # Check some simple cases
    assert candidate(3, 4, 5) == True, ""This prints if this assert fails 1 (good for debugging!)""
    assert candidate(1, 2, 3) == False
    assert candidate(10, 6, 8) == True
    assert candidate(2, 2, 2) == False
    assert candidate(7, 24, 25) == True
    assert candidate(10, 5, 7) == False
    assert candidate(5, 12, 13) == True
    assert candidate(15, 8, 17) == True
    assert candidate(48, 55, 73) == True

    # Check some edge cases that are easy to work out by hand.
    assert candidate(1, 1, 1) == False, ""This prints if this assert fails 2 (also good for debugging!)""
    assert candidate(2, 2, 10) == False

",Ok
